row,address,map_url
"75","227 Bowery, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=227%20Bowery%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C227%20Bowery%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"76","251 West 80th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=251%20West%2080th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C251%20West%2080th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"77","485 Hudson St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=485%20Hudson%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C485%20Hudson%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"78","108 E 51st St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=108%20E%2051st%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C108%20E%2051st%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"79","508 W 46th St, New York, NY","https://maps.googleapis.com/maps/api/staticmap?center=508%20W%2046th%20St%2C%20New%20York%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C508%20W%2046th%20St%2C%20New%20York%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"80","2759 Webster Ave, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=2759%20Webster%20Ave%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C2759%20Webster%20Ave%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"81","333 Hart St, Brooklyn, NY","https://maps.googleapis.com/maps/api/staticmap?center=333%20Hart%20St%2C%20Brooklyn%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C333%20Hart%20St%2C%20Brooklyn%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"82","795 Lexington Ave, Brooklyn, NY","https://maps.googleapis.com/maps/api/staticmap?center=795%20Lexington%20Ave%2C%20Brooklyn%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C795%20Lexington%20Ave%2C%20Brooklyn%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"83","2759 Webster Ave, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=2759%20Webster%20Ave%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C2759%20Webster%20Ave%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"84","Citywide - call in",""
"85","Phone/Text — Citywide",""
"86","Phone — Citywide",""
"87","Phone — Citywide",""
"88","Phone — Citywide",""
"89","Phone — Citywide",""
"90","Phone — Citywide",""
"91","Phone — Citywide",""
"92","Phone/Online — Citywide",""
"93","Online — Citywide",""
"94","Phone — Citywide",""
"95","41st Ave and 103rd St, Queens, NY","https://maps.googleapis.com/maps/api/staticmap?center=41st%20Ave%20and%20103rd%20St%2C%20Queens%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C41st%20Ave%20and%20103rd%20St%2C%20Queens%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"96","Broadway and 45th Ave, Queens, NY","https://maps.googleapis.com/maps/api/staticmap?center=Broadway%20and%2045th%20Ave%2C%20Queens%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7CBroadway%20and%2045th%20Ave%2C%20Queens%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"97","41st Ave btw 79th and 80th St, Queens, NY","https://maps.googleapis.com/maps/api/staticmap?center=41st%20Ave%20btw%2079th%20and%2080th%20St%2C%20Queens%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C41st%20Ave%20btw%2079th%20and%2080th%20St%2C%20Queens%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"98","Between 160th St and Union Hall St, Queens, NY","https://maps.googleapis.com/maps/api/staticmap?center=Between%20160th%20St%20and%20Union%20Hall%20St%2C%20Queens%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7CBetween%20160th%20St%20and%20Union%20Hall%20St%2C%20Queens%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"99","147th St and Willis Ave, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=147th%20St%20and%20Willis%20Ave%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C147th%20St%20and%20Willis%20Ave%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"100","226 E 144th St, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=226%20E%20144th%20St%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C226%20E%20144th%20St%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"101","East Tremont Ave, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=East%20Tremont%20Ave%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7CEast%20Tremont%20Ave%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"102","1938 Webster Ave, Bronx, NY","https://maps.googleapis.com/maps/api/staticmap?center=1938%20Webster%20Ave%2C%20Bronx%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C1938%20Webster%20Ave%2C%20Bronx%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"103","Beaver St btw Fayette St and Ellery St, Brooklyn, NY","https://maps.googleapis.com/maps/api/staticmap?center=Beaver%20St%20btw%20Fayette%20St%20and%20Ellery%20St%2C%20Brooklyn%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7CBeaver%20St%20btw%20Fayette%20St%20and%20Ellery%20St%2C%20Brooklyn%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"104","Havemeyer St btw South 5th St and Broadway, Brooklyn, NY","https://maps.googleapis.com/maps/api/staticmap?center=Havemeyer%20St%20btw%20South%205th%20St%20and%20Broadway%2C%20Brooklyn%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7CHavemeyer%20St%20btw%20South%205th%20St%20and%20Broadway%2C%20Brooklyn%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"105","Hart St btw Broadway and Stuyvesant Ave, Brooklyn, NY","https://maps.googleapis.com/maps/api/staticmap?center=Hart%20St%20btw%20Broadway%20and%20Stuyvesant%20Ave%2C%20Brooklyn%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7CHart%20St%20btw%20Broadway%20and%20Stuyvesant%20Ave%2C%20Brooklyn%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"106","988 Myrtle Ave, Brooklyn, NY","https://maps.googleapis.com/maps/api/staticmap?center=988%20Myrtle%20Ave%2C%20Brooklyn%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C988%20Myrtle%20Ave%2C%20Brooklyn%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"107","Delancey St btw Forsyth St and Chrystie St, Manhattan, NY","https://maps.googleapis.com/maps/api/staticmap?center=Delancey%20St%20btw%20Forsyth%20St%20and%20Chrystie%20St%2C%20Manhattan%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7CDelancey%20St%20btw%20Forsyth%20St%20and%20Chrystie%20St%2C%20Manhattan%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"108","28th St btw 9th and 10th Ave, Manhattan, NY","https://maps.googleapis.com/maps/api/staticmap?center=28th%20St%20btw%209th%20and%2010th%20Ave%2C%20Manhattan%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C28th%20St%20btw%209th%20and%2010th%20Ave%2C%20Manhattan%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"109","Mount Morris Park West btw W 122nd and W 122nd St, Manhattan, NY","https://maps.googleapis.com/maps/api/staticmap?center=Mount%20Morris%20Park%20West%20btw%20W%20122nd%20and%20W%20122nd%20St%2C%20Manhattan%2C%20NY&zoom=15&size=400x300&markers=color:red%7Clabel:★%7CMount%20Morris%20Park%20West%20btw%20W%20122nd%20and%20W%20122nd%20St%2C%20Manhattan%2C%20NY&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
"110","113 E 60th St, New York, NY 10022","https://maps.googleapis.com/maps/api/staticmap?center=113%20E%2060th%20St%2C%20New%20York%2C%20NY%2010022&zoom=15&size=400x300&markers=color:red%7Clabel:★%7C113%20E%2060th%20St%2C%20New%20York%2C%20NY%2010022&style=feature:poi|visibility:off&key=AIzaSyDc1GdgUKSjOoXJx7aW1IaoIYORtFXflCU"
